,Material type,Elements,Ionic radius,Core size (nm),Hydro size (nm),Surface charge (mV),Surface area (m2/g),Cell type,Exposure dose (ug/mL),Topological polar surface area (Å²),a (Å),b (Å),c (Å),α (°),β (°),γ (°),Density (g/cm3),Viability (%),cell_line,cell_species,cell_origin,time,toxicity,average electronegativity,Molecular weight (g/mol),Number of atoms
1760,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.75,SH_SY5Y,Human,Bone,6.0,nonToxic,2.8066666666666666,79.8658,3.0
1761,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1762,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,20.0,34.1,4.664,4.664,2.966,90,90,90,4.13,107.9,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1763,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,40.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.6,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1764,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,60.0,34.1,4.664,4.664,2.966,90,90,90,4.13,105.1,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1765,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,80.0,34.1,4.664,4.664,2.966,90,90,90,4.13,103.06,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1766,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,94.97,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1767,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,120.0,34.1,4.664,4.664,2.966,90,90,90,4.13,95.32,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1768,TiO2,,,25.0,228.3,-10.7,40.0,Cancer,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,97.78,SH_SY5Y,Human,Bone,3.0,nonToxic,2.8066666666666666,79.8658,3.0
1769,TiO2,,,21.0,74.0,-9.42,57.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.1027,MCF_10A,Human,Breast,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1770,TiO2,,,21.0,74.0,-9.42,57.0,Cancer,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,80.5606,MCF_10A,Human,Breast,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1771,TiO2,,,21.0,74.0,-9.42,57.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.5641,MCF_10A,Human,Breast,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1772,TiO2,,,21.0,74.0,-9.42,57.0,Cancer,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.0304,MCF_10A,Human,Breast,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1773,TiO2,,,21.0,74.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,94.1623,WI_38,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1774,TiO2,,,21.0,74.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,75.8821,WI_38,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1775,TiO2,,,21.0,74.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,94.7795,WI_38,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1776,TiO2,,,21.0,74.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,79.0703,WI_38,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1777,TiO2,,,21.0,74.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.757,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1778,TiO2,,,21.0,74.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,79.0703,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1779,TiO2,,,21.0,74.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,95.6434,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1780,TiO2,,,21.0,74.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,94.7002,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1781,TiO2,,,21.0,133.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.757,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1782,TiO2,,,21.0,133.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,59.1287,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1783,TiO2,,,21.0,133.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,95.6434,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1784,TiO2,,,21.0,133.0,-9.42,57.0,Normal,150.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.2046,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1785,TiO2,,,21.0,327.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.757,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1786,TiO2,,,21.0,327.0,-9.42,57.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,95.6434,Chang_Liver,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1787,TiO2,,,40.0,322.3,-25.27,50.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.4,L_02,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1788,TiO2,,,40.0,322.3,-25.27,50.0,Normal,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,91.1,L_02,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1789,TiO2,,,40.0,322.3,-25.27,50.0,Normal,5.0,34.1,4.664,4.664,2.966,90,90,90,4.13,92.6,L_02,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1790,TiO2,,,40.0,322.3,-25.27,50.0,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,89.6,L_02,Human,Liver,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1791,TiO2,,,40.0,322.3,-25.27,50.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,92.6,L_02,Human,Liver,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1792,TiO2,,,40.0,322.3,-25.27,50.0,Normal,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,93.9,L_02,Human,Liver,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1793,TiO2,,,40.0,322.3,-25.27,50.0,Normal,5.0,34.1,4.664,4.664,2.966,90,90,90,4.13,92.2,L_02,Human,Liver,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1794,TiO2,,,40.0,322.3,-25.27,50.0,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,92.5,L_02,Human,Liver,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1795,TiO2,,,40.0,322.3,-25.27,50.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.2,L_02,Human,Liver,6.0,nonToxic,2.8066666666666666,79.8658,3.0
1796,TiO2,,,40.0,322.3,-25.27,50.0,Normal,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,97.3,L_02,Human,Liver,6.0,nonToxic,2.8066666666666666,79.8658,3.0
1797,TiO2,,,40.0,322.3,-25.27,50.0,Normal,5.0,34.1,4.664,4.664,2.966,90,90,90,4.13,89.4,L_02,Human,Liver,6.0,nonToxic,2.8066666666666666,79.8658,3.0
1798,TiO2,,,40.0,322.3,-25.27,50.0,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,91.5,L_02,Human,Liver,6.0,nonToxic,2.8066666666666666,79.8658,3.0
1799,TiO2,,,169.4,365.0,-13.0,9.8,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1800,TiO2,,,169.4,365.0,-13.0,9.8,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,79.7761,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1801,TiO2,,,169.4,365.0,-13.0,9.8,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,58.6567,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1802,TiO2,,,169.4,365.0,-13.0,9.8,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1803,TiO2,,,169.4,365.0,-13.0,9.8,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,83.1343,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1804,TiO2,,,169.4,365.0,-13.0,9.8,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,59.2537,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1805,TiO2,,,15.5,420.0,-12.0,107.4,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1806,TiO2,,,15.5,420.0,-12.0,107.4,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,68.1343,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1807,TiO2,,,15.5,420.0,-12.0,107.4,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,38.0597,V79_4,Hamster,Lung,48.0,Toxic,2.8066666666666666,79.8658,3.0
1808,TiO2,,,15.5,420.0,-12.0,107.4,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1809,TiO2,,,15.5,420.0,-12.0,107.4,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,70.8955,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1810,TiO2,,,15.5,420.0,-12.0,107.4,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,40.6716,V79_4,Hamster,Lung,24.0,Toxic,2.8066666666666666,79.8658,3.0
1811,TiO2,,,34.1,400.0,-12.0,48.9,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1812,TiO2,,,34.1,400.0,-12.0,48.9,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,78.5821,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1813,TiO2,,,34.1,400.0,-12.0,48.9,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,45.5224,V79_4,Hamster,Lung,48.0,Toxic,2.8066666666666666,79.8658,3.0
1814,TiO2,,,34.1,400.0,-12.0,48.9,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1815,TiO2,,,34.1,400.0,-12.0,48.9,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,77.3881,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1816,TiO2,,,34.1,400.0,-12.0,48.9,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,48.4328,V79_4,Hamster,Lung,24.0,Toxic,2.8066666666666666,79.8658,3.0
1817,TiO2,,,5.9,460.0,-12.0,280.9,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1818,TiO2,,,5.9,460.0,-12.0,280.9,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,79.9254,V79_4,Hamster,Lung,48.0,nonToxic,2.8066666666666666,79.8658,3.0
1819,TiO2,,,5.9,460.0,-12.0,280.9,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,48.2836,V79_4,Hamster,Lung,48.0,Toxic,2.8066666666666666,79.8658,3.0
1820,TiO2,,,20.0,707.0,-12.1,50.4,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1821,TiO2,,,20.0,707.0,-12.1,50.4,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,99.27102057,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1822,TiO2,,,20.0,707.0,-12.1,50.4,Normal,30.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1823,TiO2,,,20.0,707.0,-12.1,50.4,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.7845017,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1824,TiO2,,,20.0,707.0,-12.1,50.4,Normal,300.0,34.1,4.664,4.664,2.966,90,90,90,4.13,79.74835231,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1825,TiO2,,,10.0,1457.0,-11.0,166.0,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1826,TiO2,,,10.0,1457.0,-11.0,166.0,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,94.68656716,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1827,TiO2,,,10.0,1457.0,-11.0,166.0,Normal,30.0,34.1,4.664,4.664,2.966,90,90,90,4.13,91.30348259,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1828,TiO2,,,10.0,1457.0,-11.0,166.0,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,96.75621891,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1829,TiO2,,,10.0,1457.0,-11.0,166.0,Normal,300.0,34.1,4.664,4.664,2.966,90,90,90,4.13,84.50746269,BEAS_2B,Human,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1830,TiO2,,,20.0,338.0,-7.7,50.4,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1831,TiO2,,,20.0,338.0,-7.7,50.4,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,107.9472843,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1832,TiO2,,,20.0,338.0,-7.7,50.4,Cancer,30.0,34.1,4.664,4.664,2.966,90,90,90,4.13,116.9728435,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1833,TiO2,,,20.0,338.0,-7.7,50.4,Cancer,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,106.8590256,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1834,TiO2,,,20.0,338.0,-7.7,50.4,Cancer,300.0,34.1,4.664,4.664,2.966,90,90,90,4.13,99.68051118,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1835,TiO2,,,10.0,262.0,-5.7,166.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1836,TiO2,,,10.0,262.0,-5.7,166.0,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,103.9594111,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1837,TiO2,,,10.0,262.0,-5.7,166.0,Cancer,30.0,34.1,4.664,4.664,2.966,90,90,90,4.13,95.68245125,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1838,TiO2,,,10.0,262.0,-5.7,166.0,Cancer,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,104.6756864,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1839,TiO2,,,10.0,262.0,-5.7,166.0,Cancer,300.0,34.1,4.664,4.664,2.966,90,90,90,4.13,91.0465579,RAW264_7,Mouse,Blood,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1840,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.5761,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1841,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,76.5942,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1842,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,82.4275,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1843,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,76.721,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1844,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,73.2971,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1845,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7394,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1846,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,124.9775,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1847,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,105.284,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1848,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,106.9252,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1849,TiO2,,,35.0,1814.0,-35.5,66.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.6231,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1850,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.5761,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1851,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,91.4312,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1852,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,89.2754,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1853,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.7971,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1854,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,81.9837,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1855,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.9919,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1856,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,119.4229,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1857,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,117.4031,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1858,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,111.7538,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1859,TiO2,,,30.0,1843.0,-30.8,69.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,99.5401,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1860,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,101.7029,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1861,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,68.4783,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1862,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,57.6993,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1863,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,51.6123,A549,Human,Lung,72.0,nonToxic,2.8066666666666666,79.8658,3.0
1864,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,44.5109,A549,Human,Lung,72.0,Toxic,2.8066666666666666,79.8658,3.0
1865,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.8656,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1866,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,6.25,34.1,4.664,4.664,2.966,90,90,90,4.13,102.3805,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1867,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,12.5,34.1,4.664,4.664,2.966,90,90,90,4.13,90.2615,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1868,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,25.0,34.1,4.664,4.664,2.966,90,90,90,4.13,88.1154,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1869,TiO2,,,125.0,1054.0,-40.8,38.0,Cancer,50.0,34.1,4.664,4.664,2.966,90,90,90,4.13,80.5095,A549,Human,Lung,12.0,nonToxic,2.8066666666666666,79.8658,3.0
1870,TiO2,,,5.9,460.0,-12.0,280.9,Normal,0.0,34.1,4.664,4.664,2.966,90,90,90,4.13,100.7463,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1871,TiO2,,,5.9,460.0,-12.0,280.9,Normal,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,78.6567,V79_4,Hamster,Lung,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1872,TiO2,,,5.9,460.0,-12.0,280.9,Normal,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,44.3284,V79_4,Hamster,Lung,24.0,Toxic,2.8066666666666666,79.8658,3.0
1873,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,102.5502,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1874,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,87.8069,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1875,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,71.2139,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1876,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,79.6464,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1877,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,73.7708,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1878,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,75.6749,SW480,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1879,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,107.3156,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1880,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,116.3194,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1881,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,90.5247,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1882,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,116.8061,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1883,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,100.0152,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1884,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,1.0,34.1,4.664,4.664,2.966,90,90,90,4.13,86.1445,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1885,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,10.0,34.1,4.664,4.664,2.966,90,90,90,4.13,86.0837,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1886,TiO2,,,33.7,308.0,-25.3,42.5,Cancer,100.0,34.1,4.664,4.664,2.966,90,90,90,4.13,106.5856,Caco_2,Human,Colon,24.0,nonToxic,2.8066666666666666,79.8658,3.0
1887,TiO2,,,33.7,303.0,-25.3,42.5,Cancer,0.1,34.1,4.664,4.664,2.966,90,90,90,4.13,103.6437,SW480,Human,Colon,48.0,nonToxic,2.8066666666666666,79.8658,3.0
